,idx_test,idx_neigh_train,label_train
1380,8586,7584,1
1381,1595,385,0
1382,15928,3292,1
1383,12862,5249,0
1384,6108,4098,1
1385,14587,8633,1
1386,980,9915,1
1387,20138,13937,1
1388,1383,12289,1
1389,512,2966,1
1390,17934,2994,1
1391,10841,6270,0
1392,6381,7634,0
1393,12029,3398,1
1394,8766,675,1
1395,10008,8029,1
1396,7784,801,1
1397,9426,8229,0
1398,7536,1196,0
1399,16110,2485,0
1400,5848,11028,0
1401,1092,3168,1
1402,2904,3220,1
1403,451,1823,1
1404,14258,9567,0
1405,10842,6270,0
1406,21212,349,1
1407,15604,2044,1
1408,21721,12123,1
1409,17104,2056,0
1410,369,12256,1
1411,6808,66,1
1412,7369,9540,0
1413,12562,6032,0
1414,12071,3675,0
1415,10835,2552,0
1416,21282,4740,1
1417,2265,7420,0
1418,21187,4065,1
1419,18226,15387,0
1420,7831,8138,1
1421,15100,386,0
1422,20588,8071,1
1423,7671,11655,1
1424,1412,4198,0
1425,22013,10048,1
1426,11230,4612,0
1427,17399,11699,1
1428,19636,7781,1
1429,8390,1236,0
1430,5135,4087,1
1431,22602,1851,1
1432,14647,13658,1
1433,57,7122,1
1434,19984,6666,1
1435,4949,2426,0
1436,4143,8781,0
1437,7603,9952,1
1438,22699,14956,1
1439,20925,2446,1
1440,9625,3195,1
1441,15660,6184,1
1442,9905,10182,1
1443,18811,5815,1
1444,23084,6664,1
1445,5863,4538,0
1446,5170,892,1
1447,15469,10413,1
1448,3702,12261,1
1449,21640,1007,1
1450,5456,2860,1
1451,15205,7254,0
1452,30,1609,1
1453,14505,3817,0
1454,1675,5364,0
1455,12947,1734,0
1456,5523,8406,1
1457,17005,9986,0
1458,322,3809,0
1459,13457,771,1
1460,10909,505,1
1461,7886,808,1
1462,5478,3191,0
1463,8870,2614,0
1464,7139,7199,0
1465,735,6417,1
1466,16264,10879,1
1467,12052,784,0
1468,15803,7811,0
1469,7085,10268,0
1470,9684,1921,1
1471,4275,9553,0
1472,18799,12435,1
1473,1483,1266,1
1474,14577,2473,0
1475,10620,7867,1
1476,22228,8911,1
1477,21326,5768,1
1478,15399,4904,1
1479,10459,9150,0
1480,10904,1637,1
1481,16784,7881,1
1482,6669,828,1
1483,14400,1431,0
1484,688,11309,1
1485,5503,1476,1
1486,4401,2425,1
1487,4618,8503,0
1488,1968,518,1
1489,20146,1731,1
1490,11456,9956,0
1491,14983,5645,0
1492,18912,5925,0
1493,12596,6429,1
1494,19331,13916,0
1495,12331,8608,1
1496,11860,4330,1
1497,14041,10685,1
1498,13215,2470,0
1499,19734,15303,1
1500,4724,1741,0
1501,5511,11081,0
1502,22107,2223,1
1503,9153,2640,1
1504,6388,711,0
1505,16119,8819,1
1506,4813,1401,0
1507,18275,10222,0
1508,5148,537,1
1509,491,10076,0
1510,11389,1989,0
1511,3197,6901,1
1512,11444,61,0
1513,15776,8870,1
1514,385,10025,1
1515,16031,7944,0
1516,15412,2780,1
1517,13916,1232,1
1518,8195,730,0
1519,9402,725,0
1520,8121,15376,0
1521,15614,3864,0
1522,17219,3651,0
1523,14980,6508,0
1524,17250,13062,1
1525,1282,11963,0
1526,4966,7094,0
1527,6198,6711,0
1528,15629,1008,1
1529,21045,8777,1
1530,9100,1019,1
1531,16329,5141,0
1532,15303,8757,0
1533,22616,13342,1
1534,13308,3746,0
1535,20045,3662,1
1536,5199,566,0
1537,22653,3012,1
1538,9572,2811,0
1539,5929,13146,1
1540,13643,7569,1
1541,16617,3445,0
1542,1311,328,0
1543,8489,10045,1
1544,7901,2004,0
1545,21888,12497,1
1546,22543,4703,1
1547,2806,555,1
1548,12204,13552,1
1549,14337,9054,1
1550,22177,13461,1
1551,13589,1965,0
1552,15053,2997,0
1553,20785,2297,0
1554,14936,2570,0
1555,13883,2753,1
1556,22664,3786,1
1557,9459,10032,0
1558,23147,7043,0
1559,13812,349,1
1560,22906,8603,1
1561,9966,1118,1
1562,9928,2060,1
1563,1035,3680,1
1564,15227,5821,0
1565,5115,4636,1
1566,10432,999,0
1567,12024,2415,0
1568,19579,3071,1
1569,13895,3298,0
1570,13529,4304,1
1571,18092,6663,0
1572,21477,2016,1
1573,21659,13011,1
1574,17090,4166,1
1575,6011,5327,1
1576,11062,10490,1
1577,2342,100,1
1578,5019,5629,0
1579,14726,5826,0
1580,4420,7345,1
1581,23222,7510,1
1582,10598,710,1
1583,7893,9175,1
1584,3511,7472,0
1585,9109,13679,1
1586,10807,12908,1
1587,12608,13568,1
1588,14305,6860,1
1589,14786,8137,0
1590,17780,13713,1
1591,1246,6205,0
1592,15959,9124,1
1593,4400,4759,0
1594,4563,5423,1
1595,15815,3348,0
1596,3302,14397,0
1597,12228,3501,1
1598,15162,417,0
1599,13571,2989,0
1600,6846,1491,0
1601,2447,2358,1
1602,4189,4358,0
1603,23270,11096,1
1604,21808,860,1
1605,5312,9043,1
1606,2767,391,0
1607,11947,11132,1
1608,16324,11532,1
1609,19139,5517,0
1610,3947,8032,0
1611,18722,834,0
1612,6504,3064,1
1613,22049,3757,1
1614,20352,1049,1
1615,12859,6200,1
1616,606,2812,1
1617,4421,7345,1
1618,6143,2203,1
1619,16506,2723,1
1620,10498,7336,1
1621,19192,8028,1
1622,13495,2412,1
1623,3502,1310,1
1624,1453,2545,1
1625,18481,6403,1
1626,11862,7690,1
1627,20781,13584,0
1628,8965,2511,1
1629,9242,1959,1
1630,22335,863,1
1631,5326,6144,0
1632,16074,4076,1
1633,2043,9038,0
1634,7172,6564,1
1635,5252,4981,0
1636,20456,3820,1
1637,668,6944,1
1638,21516,14249,1
1639,12837,1902,1
1640,23032,3232,1
1641,2638,3291,1
1642,21944,5788,1
1643,23226,13308,1
1644,20688,1948,0
1645,1512,1418,1
1646,6345,4167,0
1647,11952,8093,1
1648,15443,4868,1
1649,8574,4455,1
1650,23186,6313,1
1651,8349,7682,0
1652,10906,284,1
1653,2905,3220,1
1654,4178,2017,0
1655,6234,13805,0
1656,5473,9053,0
1657,3393,9092,1
1658,8557,790,1
1659,8354,7407,0
1660,3211,2542,0
1661,11259,14565,1
1662,15159,7305,0
1663,16341,6404,1
1664,5865,1155,0
1665,17165,2461,0
1666,14381,9668,1
1667,1190,9998,1
1668,15591,13774,1
1669,1339,5164,1
1670,19785,4949,1
1671,22445,1794,1
1672,8854,13499,1
1673,13047,8328,1
1674,20963,2867,1
1675,20658,2087,1
1676,2923,3188,1
1677,22925,8751,1
1678,3334,646,0
1679,4730,12208,0
1680,10341,1215,1
1681,1106,11944,1
1682,5728,5352,0
1683,21209,6381,0
1684,3351,6727,1
1685,19032,115,0
1686,1818,12519,1
1687,10126,899,1
1688,5168,5945,1
1689,12567,4827,0
1690,19568,3674,1
1691,16307,5077,0
1692,14322,1436,0
1693,15609,7625,1
1694,22524,3954,1
1695,16656,9994,0
1696,22305,15222,1
1697,9931,309,1
1698,11278,10180,0
1699,12240,6593,1
1700,960,6488,1
1701,649,5395,1
1702,5883,1186,0
1703,19881,1429,1
1704,18594,4847,1
1705,10199,2135,1
1706,16704,6545,1
1707,8406,3883,1
1708,9639,917,0
1709,7468,2155,0
1710,5038,2953,0
1711,22005,10048,1
1712,17869,15493,0
1713,21005,10574,1
1714,23200,521,1
1715,11135,5582,0
1716,18785,14028,0
1717,2270,7306,0
1718,7363,1198,0
1719,10054,1111,1
1720,12310,1469,1
1721,12068,741,0
1722,2171,6759,1
1723,14602,6120,1
1724,19756,8663,1
1725,20289,6480,1
1726,5005,3333,0
1727,7109,7925,0
1728,19461,11893,1
1729,20168,235,1
1730,14073,12398,1
1731,2222,14644,0
1732,14768,7692,1
1733,2858,6535,1
1734,2119,9752,1
1735,17485,13492,0
1736,2878,4320,1
1737,17319,4466,1
1738,10328,3638,1
1739,7278,2330,1
1740,15108,386,0
1741,9313,10477,1
1742,17074,4333,1
1743,16605,356,0
1744,8083,3906,1
1745,20890,6706,0
1746,9634,5950,0
1747,8174,3480,0
1748,1632,5600,1
1749,22191,8321,1
1750,16765,6863,1
1751,9820,226,1
1752,18347,3521,1
1753,23115,4854,1
1754,3922,2949,0
1755,18747,812,1
1756,15190,3385,0
1757,18998,10961,0
1758,3369,7526,1
1759,4125,1717,1
1760,6871,8529,1
1761,5749,3247,0
1762,15940,13014,0
1763,22034,588,1
1764,13345,12236,0
1765,19808,2430,1
1766,17423,13999,0
1767,4068,7521,1
1768,10059,77,1
1769,19239,8389,0
1770,5512,11081,0
1771,16276,8525,1
1772,16247,5282,0
1773,6580,6098,1
1774,22168,554,1
1775,13286,11228,1
1776,10826,6150,0
1777,7510,1663,0
1778,19575,12814,1
1779,7497,3943,0
1780,7589,1539,1
1781,3492,4503,1
1782,14383,12016,0
1783,8396,11406,0
1784,9419,10720,0
1785,21478,11507,1
1786,18183,4174,1
1787,4104,5791,1
1788,14944,6983,0
1789,20726,5062,1
1790,14020,6817,1
1791,3901,1793,0
1792,2308,1378,0
1793,22506,1842,1
1794,21265,10777,1
1795,21032,246,0
1796,2534,5252,1
1797,9478,72,0
1798,18217,869,1
1799,326,6051,1
1800,18701,867,0
1801,3946,960,0
1802,18905,573,1
1803,2359,2168,1
1804,2404,6786,1
1805,2715,9796,1
1806,20972,3223,1
1807,23065,1083,1
1808,18647,3369,1
1809,12246,2964,1
1810,7115,14948,0
1811,23172,5181,1
1812,17177,3321,0
1813,4375,8537,0
1814,16871,848,1
1815,1862,5718,0
1816,2864,4320,1
1817,20149,15441,1
1818,14568,7532,1
1819,20061,3458,0
1820,18404,1138,1
1821,5102,5924,1
1822,10152,1580,1
1823,15922,13789,1
1824,18042,7859,1
1825,345,723,1
1826,22440,656,0
1827,15658,12228,0
1828,12239,12229,1
1829,6815,2160,1
1830,12163,7189,0
1831,19825,1304,1
1832,10023,1118,1
1833,22893,3448,0
1834,16777,1132,1
1835,19302,5554,0
1836,1034,3680,1
1837,7534,1196,0
1838,18846,11678,1
1839,725,4493,1
1840,21262,1007,1
1841,18195,11370,1
1842,6245,5555,0
1843,15692,3644,1
1844,7753,426,1
1845,8039,1701,1
1846,5284,1409,0
1847,6149,6390,0
1848,19186,12097,1
1849,20401,3869,1
1850,22934,57,1
1851,6241,2203,1
1852,18194,11370,1
1853,13357,1922,0
1854,13813,349,1
1855,1474,5274,1
1856,14378,6968,1
1857,17777,13779,1
1858,3035,4203,1
1859,3501,773,1
1860,10876,9433,1
1861,6880,3765,1
1862,15877,4990,1
1863,3592,2355,1
1864,20208,3737,1
1865,22522,8027,1
1866,5576,5242,0
1867,11818,3755,1
1868,5975,1320,1
1869,3353,3112,1
1870,5508,10196,0
1871,7752,3068,1
1872,23109,1042,0
1873,17471,221,1
1874,11145,1389,0
1875,6072,655,0
1876,21091,7080,0
1877,5365,1288,1
1878,2346,654,1
1879,18306,7010,0
1880,4285,9763,0
1881,4347,131,0
1882,2533,5252,1
1883,18408,7016,0
1884,21322,9365,0
1885,15961,1458,1
1886,18078,2262,1
1887,17088,15431,1
1888,10670,358,1
1889,2608,1622,1
1890,21200,2223,1
1891,9792,204,1
1892,6281,5900,0
1893,14951,2000,0
1894,10431,14143,1
1895,2797,1909,1
1896,16120,4532,0
1897,14445,9090,0
1898,19359,370,0
1899,3710,14987,1
1900,22796,8047,1
1901,8350,3552,0
1902,6315,14731,0
1903,19138,1113,1
1904,15695,9591,0
1905,4290,4825,0
1906,16596,4995,1
1907,11488,8164,1
1908,208,7761,0
1909,12138,3581,0
1910,12980,10105,1
1911,616,9881,0
1912,1642,9468,1
1913,10772,8953,0
1914,1901,2878,1
1915,8865,1090,0
1916,16293,8107,0
1917,408,479,1
1918,23262,8321,1
1919,3047,4094,1
1920,18705,14254,1
1921,8034,1899,1
1922,4689,10547,0
1923,6455,3895,0
1924,14685,267,0
1925,531,3520,0
1926,13498,3474,1
1927,10663,759,1
1928,15683,8336,0
1929,19828,3214,1
1930,3578,1034,0
1931,13637,6708,1
1932,2545,10325,1
1933,20308,5996,1
1934,15860,6807,1
1935,2334,1676,1
1936,21158,2859,1
1937,21109,11601,1
1938,4639,7301,0
1939,12741,1763,1
1940,22858,11886,1
1941,11963,9690,1
1942,12195,11215,0
1943,21391,12786,1
1944,3711,13614,1
1945,13154,4097,0
1946,13972,10615,0
1947,16472,9055,1
1948,14803,5742,1
1949,11288,2038,0
1950,6872,8529,1
1951,2561,1100,0
1952,8765,11812,1
1953,4874,3284,1
1954,4903,512,1
1955,7763,3029,1
1956,18865,2609,0
1957,3820,3777,1
1958,7583,6645,1
1959,4391,11473,1
1960,18159,11464,0
1961,7695,1065,1
1962,11743,2538,1
1963,19441,7966,1
1964,6951,8087,1
1965,20136,2212,1
1966,8832,4867,1
1967,21974,6159,1
1968,4560,10592,1
1969,9080,1678,1
1970,10346,11117,1
1971,2707,9682,0
1972,6510,1492,1
1973,22950,10533,1
1974,12695,4291,1
1975,6619,5465,0
1976,6904,376,1
1977,10705,14016,1
1978,3208,7050,0
1979,16249,4204,0
1980,13747,3015,1
1981,3463,3945,0
1982,5211,7588,1
1983,12078,3486,0
1984,4851,1505,1
1985,4807,8815,0
1986,9509,7409,0
1987,6352,4167,0
1988,20660,1040,1
1989,16109,1578,1
1990,18442,2549,1
1991,1574,1699,1
1992,8214,6993,0
1993,14930,546,0
1994,21586,4923,1
1995,15044,8662,1
1996,19663,1874,1
1997,6497,4325,1
1998,7486,3014,0
1999,3341,13973,1
2000,21630,559,1
2001,4973,11973,0
2002,265,1726,1
2003,19642,6889,1
2004,22241,6117,1
2005,7745,8961,1
2006,21003,10574,1
2007,15652,9407,1
2008,13405,11155,1
2009,6366,1592,0
2010,20544,1317,0
2011,16041,5583,1
2012,6039,12230,0
2013,18332,342,0
2014,14474,13503,0
2015,13054,3991,1
2016,3601,4132,1
2017,15777,14178,1
2018,14866,5103,1
2019,15547,8036,0
2020,21989,4621,1
2021,17989,2228,1
2022,22698,14956,1
2023,6835,2200,1
2024,7515,3039,0
2025,6874,8499,1
2026,10428,381,1
2027,3522,2711,1
2028,4405,5059,1
2029,6061,3210,0
2030,20750,3372,1
2031,22873,3472,1
2032,15142,1870,0
2033,12113,1537,0
2034,21759,2686,1
2035,16677,2807,1
2036,16918,11610,1
2037,18432,15597,1
2038,7346,10022,0
2039,13438,899,1
2040,13555,10837,0
2041,19178,14748,1
2042,5746,12462,0
2043,4767,10873,0
2044,22308,8139,1
2045,16903,420,1
2046,17560,8294,0
2047,2145,8560,0
2048,22569,7493,0
2049,1261,10857,0
2050,19354,10114,0
2051,12408,3464,0
2052,13294,38,1
2053,9362,2986,1
2054,9962,6453,1
2055,20886,11761,1
2056,21110,2665,1
2057,17731,6702,0
2058,19177,12103,1
2059,8778,7145,1
2060,17422,11148,0
2061,424,53,0
2062,18234,8998,0
2063,11247,1614,1
2064,6068,1211,0
2065,18110,5761,0
2066,9626,7974,0
2067,15201,6115,0
2068,17729,398,0
2069,3422,11757,0
2070,12053,15074,1
2071,22682,4733,1
2072,812,806,1
2073,2645,10257,1
2074,9338,14940,1
2075,12843,18,1
2076,20386,2328,1
2077,5210,7588,1
2078,20620,5480,1
2079,18345,4045,1
2080,16803,12662,1
2081,945,3821,1
2082,19718,794,1
2083,18407,3484,1
2084,11063,11421,1
2085,14250,10430,1
2086,17158,6145,1
2087,20874,3108,1
2088,16775,1132,1
2089,21453,2917,1
2090,8743,8204,1
2091,8365,11664,0
2092,2733,5827,0
2093,2201,15337,1
2094,3874,9157,0
2095,1847,10993,1
2096,15425,9734,1
2097,16227,10362,1
2098,17703,1136,1
2099,20576,6360,1
2100,7175,9082,1
2101,4106,228,1
2102,12451,3531,1
2103,3125,6442,1
2104,6120,3951,1
2105,9934,2741,1
2106,21906,4365,0
2107,9812,2588,1
2108,11153,14616,0
2109,19679,728,1
2110,4097,2455,0
2111,19852,9997,0
2112,6725,6260,1
2113,3027,14307,1
2114,18215,10238,1
2115,17840,12626,1
2116,18305,13711,0
2117,14253,9140,0
2118,22824,3422,1
2119,1443,5773,1
2120,21855,8298,0
2121,10166,14705,1
2122,14542,5566,1
2123,17689,1073,1
2124,22559,4578,1
2125,9188,5747,1
2126,2862,1393,1
2127,776,5722,1
2128,6535,2683,1
2129,9489,7636,0
2130,8568,9410,1
2131,9958,2656,1
2132,16236,12241,1
2133,12953,3050,0
2134,9050,9808,1
2135,11893,3409,1
2136,18578,10706,1
2137,18634,532,0
2138,2812,15395,1
2139,21550,1168,1
2140,1197,8352,0
2141,4148,4415,0
2142,11792,9464,1
2143,13655,11574,1
2144,10943,3588,1
2145,16650,4400,1
2146,16849,11184,1
2147,8932,11598,1
2148,554,8319,0
2149,21488,13520,1
2150,15673,11684,1
2151,10631,5770,1
2152,20232,2520,1
2153,3210,3030,0
2154,10205,887,1
2155,1206,9288,0
2156,16250,4866,0
2157,14580,525,0
2158,5194,7768,1
2159,10528,3086,0
2160,11884,407,1
2161,20122,10273,1
2162,19232,1229,1
2163,23139,1272,1
2164,9938,6426,1
2165,17498,866,1
2166,3505,15154,1
2167,18697,10331,0
2168,17548,431,1
2169,19855,10515,1
2170,1738,7545,1
2171,13300,4146,1
2172,14928,1139,0
2173,46,3754,1
2174,14881,5032,1
2175,2554,12266,1
2176,17365,3646,1
2177,5676,3800,0
2178,13471,14457,1
2179,12395,3918,0
2180,7944,894,1
2181,4982,1322,0
2182,11753,3252,1
2183,744,6465,1
2184,18025,2153,0
2185,19466,13740,0
2186,13246,9223,0
2187,22505,1842,1
2188,15970,2599,1
2189,21344,10141,1
2190,7932,10248,1
2191,15121,481,0
2192,2724,8619,1
2193,22170,9119,0
2194,1290,4523,1
2195,12642,3801,1
2196,4028,605,1
2197,6888,5138,1
2198,17223,6981,0
2199,12319,8609,1
2200,19130,1860,0
2201,4438,5278,0
2202,13961,408,0
2203,7793,8123,1
2204,10012,325,1
2205,13581,4130,0
2206,13344,3174,0
2207,15640,11901,1
2208,13487,8372,1
2209,21519,3663,1
2210,13963,13644,0
2211,8409,3400,1
2212,15204,9702,0
2213,13198,12176,0
2214,7667,1435,1
2215,3014,1046,1
2216,13795,11771,1
2217,15218,2688,0
2218,1448,5641,1
2219,16545,11321,0
2220,2476,2922,1
2221,20569,218,1
2222,9199,1595,1
2223,6715,12638,1
2224,880,3048,1
2225,3254,8453,1
2226,4269,10183,0
2227,4915,14858,1
2228,18821,55,1
2229,8611,9029,1
2230,16501,8506,0
2231,1807,4416,1
2232,13033,5408,1
2233,5635,11769,0
2234,10607,1839,1
2235,17565,13324,1
2236,13531,4304,1
2237,16671,1840,1
2238,19600,11992,0
2239,14963,2749,0
2240,16973,10188,1
2241,20216,12800,1
2242,4410,7062,1
2243,3689,6364,1
2244,20075,10051,0
2245,344,723,1
2246,21430,3193,1
2247,8805,14221,1
2248,2635,5212,1
2249,4170,2581,0
2250,4509,2189,0
2251,7406,4135,0
2252,7270,7716,0
2253,1719,3196,1
2254,17564,13324,1
2255,22547,14260,1
2256,12233,1454,1
2257,19712,8467,1
2258,1978,3532,1
2259,1704,5127,1
2260,1662,3713,0
2261,8423,7628,1
2262,14903,3684,0
2263,5187,8295,0
2264,9602,7636,0
2265,20540,1317,0
2266,10609,710,1
2267,7163,2502,1
2268,4003,7075,1
2269,4388,10292,1
2270,17708,2453,1
2271,11817,8003,1
2272,21346,6329,1
2273,18129,819,1
2274,13476,12250,1
2275,21058,2065,1
2276,1328,536,0
2277,17587,2856,1
2278,22039,11312,1
2279,14402,1431,0
2280,4794,11790,1
2281,10168,3922,1
2282,6775,7455,1
2283,16884,5644,1
2284,19179,14748,1
2285,9838,319,1
2286,22615,10355,1
2287,12918,3789,0
2288,14639,6411,1
2289,16568,5208,1
2290,22392,11556,1
2291,12634,10026,1
2292,19795,6203,1
2293,5253,6589,0
2294,7698,3367,1
2295,12134,7189,0
2296,20757,5130,1
2297,4706,3406,0
2298,19976,13771,1
2299,12412,13311,0
2300,17559,8294,0
2301,11414,6306,1
2302,4404,13397,1
2303,9729,1687,1
2304,5754,10011,0
2305,8518,14399,0
2306,17679,4099,1
2307,2221,14644,0
2308,257,4276,1
2309,2202,1509,1
2310,4336,7576,0
2311,4413,5059,1
2312,5407,14572,1
2313,19143,3553,0
2314,3921,6348,0
2315,13858,14368,1
2316,18285,10639,1
2317,10506,3981,0
2318,19422,96,0
2319,19647,10674,1
2320,16490,4794,0
2321,14814,5001,1
2322,7757,10432,1
2323,22327,5220,1
2324,17941,6024,0
2325,23308,14139,0
2326,484,4860,1
2327,12389,9086,1
2328,17505,2141,1
2329,843,1586,1
2330,15312,13833,0
2331,14654,6026,0
2332,19699,2940,1
2333,16486,5250,1
2334,20088,3562,0
2335,17381,10210,0
2336,18685,13295,0
2337,1923,423,1
2338,7719,2043,1
2339,21850,6241,1
2340,19572,5765,1
2341,16003,7579,0
2342,4235,11437,0
2343,2617,1235,1
2344,1489,6872,1
2345,738,4476,1
2346,8262,5109,0
2347,19017,5422,0
2348,12276,3875,1
2349,14925,11621,0
2350,22832,148,0
2351,8129,15158,0
2352,15911,541,1
2353,7976,5266,1
2354,14767,7692,1
2355,13706,10699,1
2356,12849,11163,0
2357,15727,6424,0
2358,21829,12579,1
2359,334,11039,1
2360,14945,15505,0
2361,12587,12355,0
2362,11467,9572,0
2363,9870,3586,1
2364,16207,8165,1
2365,19731,11583,1
2366,1061,9088,1
2367,7403,524,1
2368,22398,15211,1
2369,11257,7386,0
2370,22363,12971,1
2371,21504,5073,1
2372,19991,5840,1
2373,23061,5573,1
2374,22184,1250,1
2375,7539,915,1
2376,21064,647,1
2377,10128,1109,1
2378,1698,7187,0
2379,6781,9373,0
2380,21387,11040,1
2381,7682,586,1
2382,23251,4621,1
2383,20345,5340,0
2384,2053,10861,1
2385,19908,56,1
2386,9767,12305,1
2387,3070,484,1
2388,8887,2849,0
2389,7877,10137,1
2390,21909,14860,1
2391,5464,682,0
2392,133,341,1
2393,6965,95,1
2394,10227,6903,1
2395,6921,4806,1
2396,2622,5783,1
2397,17672,4824,0
2398,14538,7348,1
2399,12610,6048,1
2400,4384,826,1
2401,1943,3011,1
2402,11558,21,0
2403,3470,13034,1
2404,22277,3531,1
2405,20836,5647,1
2406,624,528,1
2407,16895,1882,1
2408,12277,13189,1
2409,21623,1723,1
2410,22734,6341,0
2411,6832,1169,1
2412,12961,7860,1
2413,14800,8950,1
2414,4032,3115,1
2415,2012,8552,1
2416,10549,689,0
2417,19418,13344,1
2418,13553,3205,0
2419,10089,12664,1
2420,16287,12680,1
2421,21673,10674,1
2422,7691,11106,1
2423,1498,393,1
2424,13321,6841,1
2425,6674,5070,1
2426,14672,14061,0
2427,21612,5167,0
2428,1598,900,0
2429,7516,3039,0
2430,14673,15148,0
2431,8575,2706,1
2432,5927,13146,1
2433,13257,13834,0
2434,7417,8260,0
2435,16271,769,1
2436,8178,12761,0
2437,15174,144,0
2438,21641,8778,1
2439,12637,2128,1
2440,20749,5546,0
2441,6647,14194,0
2442,6178,2203,1
2443,20505,4720,1
2444,21119,4194,1
2445,14787,6592,0
2446,15806,1224,0
2447,15793,9260,1
2448,7930,10248,1
2449,11076,1331,1
2450,8692,9120,1
2451,11976,1086,1
2452,2245,1280,0
2453,6607,20,1
2454,21891,8316,1
2455,6463,7393,1
2456,17452,15287,1
2457,9622,3195,1
2458,9606,4110,0
2459,22356,14822,1
2460,6049,5413,0
2461,274,7049,0
2462,11578,11384,1
2463,11633,1028,1
2464,15697,2935,1
2465,15554,5599,0
2466,23081,4344,1
2467,16357,23,1
2468,1668,3713,0
2469,20179,838,1
2470,15113,14502,0
2471,4442,11966,1
2472,18150,2671,0
2473,23156,11807,1
2474,15840,1569,1
2475,21287,15559,1
2476,1338,4523,1
2477,353,8990,1
2478,17814,354,1
2479,13073,12717,1
2480,5527,3404,1
2481,5421,1813,1
2482,17702,4199,1
2483,11866,10512,1
2484,16714,12560,1
2485,16556,766,0
2486,9138,6566,1
2487,19609,7819,1
2488,11131,15041,1
2489,15395,1030,1
2490,4293,997,0
2491,17914,2490,0
2492,14467,7015,0
2493,17959,11074,0
2494,8729,559,1
2495,1805,2407,1
2496,12371,1572,1
2497,22164,5715,0
2498,993,4823,1
2499,17430,15312,1
2500,3002,1046,1
2501,22235,12772,1
2502,10192,271,1
2503,22837,1506,1
2504,13616,13328,0
2505,14957,5449,0
2506,482,2236,1
2507,22086,12838,1
2508,22821,5035,1
2509,15079,2626,1
2510,11341,6530,0
2511,2090,1404,0
2512,6053,2526,0
2513,2740,8265,1
2514,17984,1653,1
2515,16253,29,1
2516,8943,1257,1
2517,2937,10160,1
2518,139,3103,1
2519,13714,5040,1
2520,3860,1847,0
2521,10920,11258,1
2522,11327,1108,0
2523,2710,14288,1
2524,17385,9475,1
2525,17686,171,0
2526,6002,6185,0
2527,8318,12440,0
2528,1827,14655,0
2529,9728,2335,1
2530,17757,7038,0
2531,9152,2640,1
2532,16583,5578,0
2533,2602,1622,1
2534,13185,1357,1
2535,17517,2141,1
2536,23102,3963,1
2537,13976,12997,0
2538,2676,1598,1
2539,10723,432,1
2540,1611,2672,1
2541,10182,3966,1
2542,852,0,1
2543,5416,9875,1
2544,3050,2819,1
2545,7731,13000,1
2546,3172,8378,0
2547,17379,10210,0
2548,2375,282,1
2549,18692,8272,0
2550,17240,10380,1
2551,8654,5762,1
2552,3733,10689,1
2553,17870,15493,0
2554,5128,11640,1
2555,1405,5570,1
2556,12838,1902,1
2557,8220,7682,0
2558,3844,2835,1
2559,6657,3130,1
2560,4139,14459,0
2561,6279,4138,0
2562,21092,7080,0
2563,17926,3962,1
2564,7724,2043,1
2565,10961,6502,1
2566,12187,1298,0
2567,1768,98,0
2568,13957,1903,0
2569,15288,3228,0
2570,11520,21,0
2571,1243,7667,0
2572,14446,10695,1
2573,9987,4701,1
2574,803,14137,1
2575,15306,3261,0
2576,19319,59,0
2577,15192,4834,0
2578,2351,12425,1
2579,13263,12807,1
2580,2255,1472,0
2581,22120,9881,0
2582,12398,5857,1
2583,14239,932,1
2584,14328,10322,1
2585,3585,1737,1
2586,7889,2106,1
2587,13430,5592,1
2588,7094,1725,0
2589,9973,1559,1
2590,2604,1622,1
2591,9383,292,1
2592,2450,6603,1
2593,3282,8404,0
2594,13310,6930,0
2595,22955,1964,1
2596,11402,6597,1
2597,8857,2605,0
2598,1981,727,1
2599,13736,1685,1
2600,20441,4875,0
2601,6750,2848,1
2602,15259,5486,0
2603,16852,9467,0
2604,9418,2364,0
2605,23005,9892,1
2606,23141,1272,1
2607,16266,7270,1
2608,18527,6639,1
2609,18924,7520,0
2610,1572,1699,1
2611,21701,9931,0
2612,14617,145,1
2613,8760,5978,1
2614,8239,10014,0
2615,16764,12412,1
2616,20747,2869,0
2617,11769,1733,1
2618,8126,13639,0
2619,11213,1324,1
2620,2772,4473,1
2621,20951,13994,1
2622,4788,2077,0
2623,9619,8377,0
2624,4954,10099,0
2625,5787,1327,1
2626,4528,11217,0
2627,9248,8644,1
2628,1077,2125,1
2629,10843,7309,0
2630,2153,9687,1
2631,23098,5704,1
2632,22678,11829,1
2633,397,2422,1
2634,22736,11099,1
2635,16808,4321,1
2636,17766,11637,1
2637,2150,9687,1
2638,10781,5150,0
2639,16442,11590,1
2640,8211,5089,0
2641,8564,7942,1
2642,13522,7310,1
2643,21289,13836,1
2644,2250,1280,0
2645,12303,12315,1
2646,20430,3457,0
2647,20261,1229,1
2648,4653,7946,0
2649,7834,10354,1
2650,8291,7749,0
2651,4984,11873,0
2652,14898,9482,0
2653,19060,7229,0
2654,5042,3965,0
2655,7286,936,1
2656,7571,629,0
2657,875,2076,1
2658,5001,1209,0
2659,4596,1565,0
2660,11081,4386,1
2661,3745,12567,1
2662,2467,2026,1
2663,10101,11614,1
2664,5053,2173,0
2665,4194,6982,0
2666,2497,8910,1
2667,3498,5819,1
